term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
blood pressure,Blood Pressure,SymptomOrSign,1,0,1,0.86,Blutdruck,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
end-stage renal disease,"Kidney Failure, Chronic",Diagnosis,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"coronary artery
 disease",Coronary Artery Disease,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
clear chest,Chest clear,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
tuberculosis,Tuberculosis,Diagnosis,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
free,Empty (qualifier),SymptomOrSign,0,1,1,0.9,,,,,,1,Failed: 1/1; Files: 1,FALSE
chest examination,examination of chest,ExaminationName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
normal chest findings,Normal chest,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
COUGH   FEVER,Cough with fever,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
dementia,Dementia,Diagnosis,1,0,1,1,Demenz,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
lung parenchyma,Structure of parenchyma of lung,BodyStructure,0,1,1,0.83,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
6th ribs,Rib 6,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
displacement,Qualitative Displacement,SymptomOrSign,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"lumbar spine
 surgery",Surgical procedure on lumbar spine,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cervical spine,Cervical spine,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
shoulder replacement,Prosthetic arthroplasty of shoulder,TreatmentName,1,0,1,0.97,Prothetische Endoprothese der Schulter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
ST,Stria terminalis,SymptomOrSign,0,1,1,0.93,,,,,,1,Failed: 1/1; Files: 1,FALSE
azithro,azithromycin,MedicationName,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
limb ischemia,Limb ischemia,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
carinal,Structure of carina,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Partial resection,Partial Resection,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
fifth rib,Bone structure of fifth rib,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
confused,Confusion,SymptomOrSign,1,0,1,1,Verwirrtheitszustand,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pnx,American Joint Committee on Cancer pNX,SymptomOrSign,0,1,1,0.87,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
acute pancreatitis,"Pancreatitis, Acute",Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
extremity,Limb structure,BodyStructure,1,0,1,0.89,Extremität,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
decortication,Decortication (procedure),TreatmentName,1,0,1,0.9,Dekortikation,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
PORTABLE CHEST X-RAY,portable x-ray of chest,ExaminationName,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
"back
 pain",Back Pain,SymptomOrSign,1,0,1,0.99,Rückenschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
mitral annulus,Structure of anulus fibrosus of mitral orifice,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"right
 ventricular apex",Structure of apex of right ventricle,BodyStructure,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
dialysis catheter,Dialysis catheter,TreatmentName,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
joint disease,Arthropathy,Diagnosis,1,0,1,0.86,Arthropathie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
leg swelling,Swelling of lower limb,SymptomOrSign,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"superimposed
 infection",Superinfection,Diagnosis,1,0,1,1,Superinfektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
arm heaviness,Heaviness in arm,SymptomOrSign,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
electrodes,electrode,TreatmentName,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chronic pulmonary disease,Chronic lung disease,Diagnosis,1,0,1,0.91,Chronische Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
femur fracture,Femoral Fractures,Diagnosis,1,0,1,0.98,Femurfraktur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
temperature,Temperature,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
sputum production,Sputum production,SymptomOrSign,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
Hemoptysis,Hemoptysis,SymptomOrSign,1,0,1,1,Hämoptyse,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"non-small cell lung
 cancer",Non-Small Cell Lung Carcinoma,Diagnosis,1,0,1,1,Nicht-kleinzelliges Bronchialkarzinom,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
increased work of breathing,Increased work of breathing,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
"Vascular
 engorgement",Hyperemia,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Plain radiograph,Plain x-ray,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
septic emboli,Septic embolus,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
L1,L1 innervation,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
mildly enlarged,Mildly enlarged,SymptomOrSign,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
bronchi,Bronchi,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
unchanged,No status change,SymptomOrSign,0,1,1,0.82,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
carotid,Carotid Arteries,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
decompressed,external decompression,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
measures,Measures (attribute),ExaminationName,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Paresthesias,Has tingling sensation,TreatmentName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"cardiac
 decompensation",Heart Decompensation,Diagnosis,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
pancreatic adenocarcinoma,Adenocarcinoma of pancreas,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
A-fib,Atrial Fibrillation,Diagnosis,1,0,1,0.99,Vorhofflimmern,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
thymectomy,Thymectomy,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"respiratory
 distress",Respiratory distress,SymptomOrSign,1,0,1,1,Atembeschwerden,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"central
 line","Central venous catheter, device",TreatmentName,1,0,1,1,Zentraler Venenkatheter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
drains,Drain device,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
midclavicular,Midclavicular,BodyStructure,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lung cancer,Malignant neoplasm of lung,Diagnosis,1,0,1,1,Bösartige Neubildung der Lunge,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"interstitial
 pulmonary edema",pulmonary edema interstitial,Diagnosis,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
Crohn's,Crohn Disease,Diagnosis,1,0,1,0.99,Morbus Crohn,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
ileostomy output,Output.ileostomy,ExaminationName,0,1,1,0.85,,,,,,1,Failed: 1/1; Files: 1,FALSE
intra-abdominal abscess,Abdominal Abscess,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
surveillance,Medical Surveillance,ExaminationName,0,1,1,0.83,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
azygos fissure,Azygos fissure,Diagnosis,0,1,1,0.89,,,,,,1,Failed: 1/1; Files: 1,FALSE
"shift of
 the mediastinum",Mediastinal shift,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chest CT scan,Chest CT,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
osteophytes,Osteophyte,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
osteophytosis,Osteophyte,Diagnosis,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
imaging study,imaging studies,ExaminationName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
pneumocystis pneumonia,Pneumocystis jiroveci pneumonia,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lung cysts,Lung cyst,Diagnosis,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"air
 bronchograms",Air bronchogram on radiograph (finding),SymptomOrSign,1,0,1,0.97,Bronchopneumogramm,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
inflammation,Inflammation,Diagnosis,0,1,1,0.86,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
portable views,Views portable,ExaminationName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
AP view,Views AP,ExaminationName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
LVAD,LVAD - Implantation of left ventricular assist device,TreatmentName,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
injuries,Traumatic injury,SymptomOrSign,1,0,1,1,Traumatische Verletzung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
L2,L2 innervation,BodyStructure,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
L3,L3 innervation,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
L4,L4 Segmental Innervation,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
"transverse
 process fractures",Fractured transverse process,Diagnosis,0,1,1,0.8,,,,,,1,Failed: 1/1; Files: 1,FALSE
air leak,Air leakage,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cardiac arrest,Cardiac Arrest,Diagnosis,1,0,1,1,Asystolie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
similar,Similarity,SymptomOrSign,0,1,1,0.91,,,,,,1,Failed: 1/1; Files: 1,FALSE
"chest
 CT",Chest CT,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
RCC,Conventional (Clear Cell) Renal Cell Carcinoma,Diagnosis,1,0,1,0.9,"Nierenzellkarzinom, klarzelliges",,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
flank,Flank (surface region),BodyStructure,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
metastatic lesions,Metastatic Lesion,Diagnosis,0,1,1,0.8,,,,,,1,Failed: 1/1; Files: 1,FALSE
esophagogastric junction,Esophagogastric Junction,BodyStructure,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
body of the stomach,Body of stomach,BodyStructure,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
debridement,Debridement,TreatmentName,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pacemaker leads,Cardiac pacemaker lead,TreatmentName,1,0,1,0.97,Herzschrittmacherkabel,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"right
 atrium",Right atrial structure,BodyStructure,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Two views,Views 2,ExaminationName,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
stents,"Stent, device",TreatmentName,1,0,1,0.95,Stent,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pulmonary arterial enlargement,Dilatation of pulmonary artery (disorder),SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary hypertension,Pulmonary Hypertension,Diagnosis,1,0,1,0.99,Pulmonale Hypertonie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hematemesis,Hematemesis,SymptomOrSign,1,0,1,0.99,Hämatemesis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
distended,Distention,SymptomOrSign,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
air,ACUTE INSULIN RESPONSE,SymptomOrSign,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
pneumoperitoneum,Pneumoperitoneum,Diagnosis,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
upper GI bleed,Upper gastrointestinal hemorrhage,Diagnosis,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
new medication,New medications,TreatmentName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
acute myocardial infarction,Acute myocardial infarction,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
mitral regurgitation,Mitral Valve Insufficiency,Diagnosis,1,0,1,0.99,Mitralklappeninsuffizienz,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
papillary muscle dysfunction,Dysfunction of papillary muscle,Diagnosis,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
breast ca,Malignant neoplasm of breast,Diagnosis,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cavitation,Cavitation,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
superinfection,Superinfection,Diagnosis,1,0,1,0.99,Superinfektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
lytic,Lysis,Diagnosis,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"vertebral
 bodies",Body of vertebra,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
compression fracture,Compression fracture,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
arthralgias,Arthralgia,SymptomOrSign,1,0,1,0.98,Gelenkschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"chronic pulmonary
 disease",Chronic lung disease,Diagnosis,1,0,1,0.83,Chronische Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
prosthesis,Prosthesis Implantation,TreatmentName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
"CT
 chest",Chest CT,ExaminationName,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chest walls,Chest wall structure,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
myotonic dystrophy,Myotonic Dystrophy,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Portable view,Views portable,ExaminationName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
assess,Assessed,ExaminationName,0,1,1,0.81,,,,,,1,Failed: 1/1; Files: 1,FALSE
sweating,Sweating,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
flattening of the diaphragms,diaphragm flattened,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
"chronic obstructive
 pulmonary disease",Chronic Obstructive Airway Disease,Diagnosis,1,0,1,1,Chronisch obstruktive Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
support devices,"Support, device",TreatmentName,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"CT abdomen and
 pelvis",Multisection:Find:Pt:Abdomen+Pelvis:Doc:CT,ExaminationName,0,1,1,0.95,,,,,,1,Failed: 1/1; Files: 1,FALSE
humeral head,Structure of head of humerus,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
assess for infection,Assessment: Infection,ExaminationName,0,1,1,0.87,,,,,,1,Failed: 1/1; Files: 1,FALSE
aerated,aeration,SymptomOrSign,0,1,1,0.85,,,,,,1,Failed: 1/1; Files: 1,FALSE
compensatory hyperinflation,Compensatory hyperexpansion,SymptomOrSign,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Bony metastases,Metastatic malignant neoplasm to bone,Diagnosis,1,0,1,0.98,Knochenmetastase,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
metastases,Neoplasm Metastasis,Diagnosis,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
bones,Skeletal bone,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
tracheal stenosis,Tracheal Stenosis,Diagnosis,1,0,1,0.99,Trachealstenose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
dysphagia,Deglutition Disorders,SymptomOrSign,1,0,1,0.99,Dysphagie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"deviation of
 trachea",Trachea displaced,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thyromegaly,Goiter,SymptomOrSign,1,0,1,1,Kropf,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
tenderness,Sore to touch,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
midline,Midline (qualifier value),SymptomOrSign,0,1,1,0.82,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
scar,Cicatrix,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
discoid atelectasis,Discoid atelectasis,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
blindness,Blindness,Diagnosis,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
"temporal
 arteritis",Temporal Arteritis,Diagnosis,1,0,1,0.98,Riesenzellarteriitis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cardiac structures,Cardia of stomach,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"lung
 bases",Basal segment of lung,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
arm,Upper Extremity,BodyStructure,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cervical fusion,Cervical arthrodesis,TreatmentName,1,0,1,1,Zervikale Arthrodese,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
aortic calcification,Calcification of the aorta,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
"interstitial lung
 disease","Lung Diseases, Interstitial",Diagnosis,1,0,1,1,Interstitielle Lungenkrankheit,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Upper respiratory symptoms,Upper respiratory symptom,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
diaphoresis,Increased sweating,SymptomOrSign,1,0,1,1,Übermäßiges Schwitzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Crohns disease,Crohn Disease,Diagnosis,1,0,1,1,Morbus Crohn,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
sleep apnea,Sleep Apnea Syndromes,Diagnosis,1,0,1,0.99,Schlafapnoe,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
CPAP,Continuous Positive Airway Pressure,TreatmentName,1,0,1,0.99,Kontinuierliche positive Atemwegsdruckbeatmung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
depression,Mental Depression,Diagnosis,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
bipolar disorder,Bipolar Disorder,Diagnosis,1,0,1,1,Bipolare Störung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hip arthroplasty,Repair of hip,TreatmentName,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"MRSA
 infection",Methicillin resistant Staphylococcus aureus infection,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
management,Disease Management,TreatmentName,0,1,1,0.84,,,,,,1,Failed: 1/1; Files: 1,FALSE
renal failure,Kidney Failure,Diagnosis,1,0,1,1,Syndrom des Nierenversagens,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
septic shock,Septic Shock,Diagnosis,1,0,1,1,Septischer Schock,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
plate-like atelectasis,Discoid atelectasis,SymptomOrSign,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Abnormal feeling,Feeling abnormal,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cross-sectional imaging,Cross-sectional imaging,ExaminationName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
DIC,Disseminated Intravascular Coagulation,Diagnosis,1,0,1,1,Disseminierte intravasale Gerinnung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pulmonary interstitial edema,pulmonary edema interstitial,Diagnosis,0,1,1,0.8,,,,,,1,Failed: 1/1; Files: 1,FALSE
deformities,Congenital Abnormality,SymptomOrSign,1,0,1,0.95,Angeborene Fehlbildung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
T4,Lateral occipitotemporal gyrus,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chest abnormality,Abnormal thorax morphology,SymptomOrSign,0,1,1,0.95,,,,,,1,Failed: 1/1; Files: 1,FALSE
"rib
 fracture",Rib Fractures,Diagnosis,1,0,1,0.91,Rippenfraktur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
ILI,Influenza-like symptoms,Diagnosis,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
CT scan,X-Ray Computed Tomography,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
fusion,Fused structure,SymptomOrSign,0,1,1,0.81,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cervical,Neck,BodyStructure,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"left lower
 lobe",Structure of left lower lobe of lung,BodyStructure,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"aspiration
 pneumonia",Aspiration Pneumonia,Diagnosis,1,0,1,0.99,Aspirationspneumonie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hemidiaphragm elevation,Hemidiaphragm elevation,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
paralysis,Paralysed,SymptomOrSign,1,0,1,0.81,Paralyse,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
technique,Techniques,TreatmentName,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Normal heart,On examination - heart normal (finding),SymptomOrSign,0,1,1,0.88,,,,,,1,Failed: 1/1; Files: 1,FALSE
pulmonary vessels,Pulmonary vessels,BodyStructure,0,1,1,0.87,,,,,,1,Failed: 1/1; Files: 1,FALSE
bleb,Bulla,SymptomOrSign,1,0,1,0.91,Blase,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
artifact,Morphologic artifact,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"chronic obstructive pulmonary
 disease",Chronic Obstructive Airway Disease,Diagnosis,1,0,1,1,Chronisch obstruktive Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
weight change,Body Weight Changes,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
calcium deposits,Calcification,SymptomOrSign,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
wall,Wall structure,BodyStructure,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
frontal views,Views frontal,ExaminationName,0,1,1,0.9,,,,,,1,Failed: 1/1; Files: 1,FALSE
"calcium
 deposits",Calcification,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
"pulmonary
 infiltrates",Pulmonary Infiltrate,SymptomOrSign,0,1,1,0.9,,,,,,1,Failed: 1/1; Files: 1,FALSE
left hemidiaphragm,Left hemidiaphragm,SymptomOrSign,0,1,1,0.86,,,,,,1,Failed: 1/1; Files: 1,FALSE
malignant melanoma,melanoma,Diagnosis,1,0,1,1,Bösartiges Melanom,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Hyperexpansion of the lungs,Hyperexpansion of the lungs,SymptomOrSign,0,1,1,0.89,,,,,,1,Failed: 1/1; Files: 1,FALSE
"chronic
 pulmonary disease",Chronic lung disease,Diagnosis,1,0,1,0.9,Chronische Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
status epilepticus,Status Epilepticus,Diagnosis,1,0,1,0.93,Status epilepticus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
