term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
rheumatoid arthritis,Rheumatoid Arthritis,Diagnosis,2,0,2,1.0,Rheumatoide Arthritis,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
sleep apnea,Sleep Apnea Syndromes,Diagnosis,1,0,1,0.99,Schlafapnoe,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
CPAP,Continuous Positive Airway Pressure,TreatmentName,1,0,1,0.99,Kontinuierliche positive Atemwegsdruckbeatmung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
depression,Mental Depression,Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
bipolar disorder,Bipolar Disorder,Diagnosis,1,0,1,1.0,Bipolare Störung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hip arthroplasty,Repair of hip,TreatmentName,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"MRSA
 infection",Methicillin resistant Staphylococcus aureus infection,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
management,Disease Management,TreatmentName,0,1,1,0.84,,,,,,1,Failed: 1/1; Files: 1,FALSE
renal failure,Kidney Failure,Diagnosis,1,0,1,1.0,Syndrom des Nierenversagens,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
septic shock,Septic Shock,Diagnosis,1,0,1,1.0,Septischer Schock,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"fluid
 overload",Hypervolemia (finding),SymptomOrSign,2,0,2,0.91,Hypervolämie,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
plate-like atelectasis,Discoid atelectasis,SymptomOrSign,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Abnormal feeling,Feeling abnormal,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cross-sectional imaging,Cross-sectional imaging,ExaminationName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
central catheter,"Catheterization, Central Venous",TreatmentName,0,3,3,0.96,,,,,,3,Failed: 3/3; Files: 3,FALSE
tube placement,placement of tube,TreatmentName,0,2,2,0.985,,,,,,2,Failed: 2/2; Files: 2,FALSE
DIC,Disseminated Intravascular Coagulation,Diagnosis,1,0,1,1.0,Disseminierte intravasale Gerinnung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pulmonary interstitial edema,pulmonary edema interstitial,Diagnosis,0,1,1,0.8,,,,,,1,Failed: 1/1; Files: 1,FALSE
pneumothoraces,Pneumothorax,Diagnosis,4,0,4,0.855,Pneumothorax,,,,umls,4,Success: 4/4; Sources: umls; Files: 4,FALSE
"chest
 wall",Chest wall structure,BodyStructure,0,2,2,0.995,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
Pneumomediastinum,Mediastinal Emphysema,Diagnosis,0,6,6,0.927,,,,,umls,5,Failed: 6/6; Sources: umls; Files: 5,FALSE
pneumopericardium,Pneumopericardium,Diagnosis,0,2,2,0.965,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
ribs,Bone structure of rib,BodyStructure,0,2,2,0.935,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
pleuritic chest pain,Pleuritic pain,SymptomOrSign,2,0,2,0.89,Pleuraler Thoraxschmerz,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
deformities,Congenital Abnormality,SymptomOrSign,1,0,1,0.95,Angeborene Fehlbildung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
T4,Lateral occipitotemporal gyrus,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chest abnormality,Abnormal thorax morphology,SymptomOrSign,0,1,1,0.95,,,,,,1,Failed: 1/1; Files: 1,FALSE
"rib
 fracture",Rib Fractures,Diagnosis,1,0,1,0.91,Rippenfraktur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
ILI,Influenza-like symptoms,Diagnosis,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
CT scan,X-Ray Computed Tomography,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracic,Chest,BodyStructure,0,4,4,0.96,,,,,umls,4,Failed: 4/4; Sources: umls; Files: 4,FALSE
fusion,Fused structure,SymptomOrSign,0,1,1,0.81,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cervical,Neck,BodyStructure,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lines,Lines - QueryQuantityUnit,TreatmentName,0,2,2,0.91,,,,,,2,Failed: 2/2; Files: 2,FALSE
tubes,biomedical tube device,TreatmentName,0,2,2,0.96,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
"left lower
 lobe",Structure of left lower lobe of lung,BodyStructure,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"aspiration
 pneumonia",Aspiration Pneumonia,Diagnosis,1,0,1,0.99,Aspirationspneumonie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
opacifications,Opacification,SymptomOrSign,0,2,2,1.0,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
syncope,Syncope,SymptomOrSign,7,0,7,0.979,Synkope,,,,umls,7,Success: 7/7; Sources: umls; Files: 7,FALSE
hemidiaphragm elevation,Hemidiaphragm elevation,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
paralysis,Paralysed,SymptomOrSign,1,0,1,0.81,Paralyse,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Asthma,Asthma,Diagnosis,5,0,5,0.998,Asthma bronchiale,,,,umls,5,Success: 5/5; Sources: umls; Files: 5,FALSE
rib pain,Rib pain,SymptomOrSign,2,0,2,0.96,Rippenschmerzen,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
technique,Techniques,TreatmentName,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
interval changes,12-lead electrocardiogram: interval change,SymptomOrSign,0,3,3,0.9,,,,,,2,Failed: 3/3; Files: 2,FALSE
size,size,SymptomOrSign,0,2,2,0.975,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
exams,Medical Examination,ExaminationName,2,0,2,0.94,Medizinisches Assessment,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
Normal heart,On examination - heart normal (finding),SymptomOrSign,0,1,1,0.88,,,,,,1,Failed: 1/1; Files: 1,FALSE
descending aorta,Descending aorta,BodyStructure,0,3,3,0.967,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
pulmonary vessels,Pulmonary vessels,BodyStructure,0,1,1,0.87,,,,,,1,Failed: 1/1; Files: 1,FALSE
bleb,Bulla,SymptomOrSign,1,0,1,0.91,Blase,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
artifact,Morphologic artifact,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"chronic obstructive pulmonary
 disease",Chronic Obstructive Airway Disease,Diagnosis,1,0,1,1.0,Chronisch obstruktive Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
weight change,Body Weight Changes,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
sternotomy,Sternotomy (procedure),TreatmentName,3,0,3,1.0,Sternotomie,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
bypass surgery,Bypass surgery,TreatmentName,0,3,3,0.993,,,,,,2,Failed: 3/3; Files: 2,FALSE
widening,Widening,SymptomOrSign,0,4,4,0.96,,,,,umls,3,Failed: 4/4; Sources: umls; Files: 3,FALSE
calcium deposits,Calcification,SymptomOrSign,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
wall,Wall structure,BodyStructure,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
frontal views,Views frontal,ExaminationName,0,1,1,0.9,,,,,,1,Failed: 1/1; Files: 1,FALSE
"calcium
 deposits",Calcification,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
lung fields,Lung field,BodyStructure,0,2,2,0.855,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
"pulmonary
 infiltrates",Pulmonary Infiltrate,SymptomOrSign,0,1,1,0.9,,,,,,1,Failed: 1/1; Files: 1,FALSE
volume overload,Hypervolemia (finding),SymptomOrSign,2,0,2,0.88,Hypervolämie,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
left hemidiaphragm,Left hemidiaphragm,SymptomOrSign,0,1,1,0.86,,,,,,1,Failed: 1/1; Files: 1,FALSE
malignant melanoma,melanoma,Diagnosis,1,0,1,1.0,Bösartiges Melanom,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Hyperexpansion of the lungs,Hyperexpansion of the lungs,SymptomOrSign,0,1,1,0.89,,,,,,1,Failed: 1/1; Files: 1,FALSE
"chronic
 pulmonary disease",Chronic lung disease,Diagnosis,1,0,1,0.9,Chronische Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
right lower lobe pneumonia,Right lower zone pneumonia,Diagnosis,0,3,3,1.0,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
status epilepticus,Status Epilepticus,Diagnosis,1,0,1,0.93,Status epilepticus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
GBM,Glioblastoma Multiforme,Diagnosis,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
central,Central brand of multivitamin with minerals,TreatmentName,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
evaluate for infection,Evaluates for hospital-acquired infection following the perioperative procedure,ExaminationName,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
pulmonary lesions,Lesion of lung,SymptomOrSign,0,1,1,0.87,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Mitral valve endocarditis,Mitral valve endocarditis,Diagnosis,0,1,1,0.85,,,,,,1,Failed: 1/1; Files: 1,FALSE
views,View,ExaminationName,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
ascending aortic replacement,Replacement of ascending aorta,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary artery,Pulmonary artery structure,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
extubation,Tracheal Extubation,TreatmentName,0,2,2,1.0,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
Osseous,Skeletal bone,SymptomOrSign,0,4,4,0.925,,,,,umls,4,Failed: 4/4; Sources: umls; Files: 4,FALSE
pericarditis,Pericarditis,Diagnosis,1,0,1,0.97,Perikarditis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cardiac border,Cardiac border,BodyStructure,0,2,2,0.94,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
appearance,Appearance,SymptomOrSign,0,6,6,0.867,,,,,umls,6,Failed: 6/6; Sources: umls; Files: 6,FALSE
radiation,Radiation therapy (procedure),TreatmentName,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
indigestion,Dyspepsia,SymptomOrSign,1,0,1,0.98,Dyspepsie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hypoxemia,Hypoxemia,SymptomOrSign,1,0,1,0.99,Hypoxämie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
ascites,Ascites,Diagnosis,5,0,5,0.958,Aszites,,,,umls,4,Success: 5/5; Sources: umls; Files: 4,FALSE
elevated right hemidiaphragm,Elevated right hemidiaphragm,SymptomOrSign,0,2,2,0.975,,,,,,2,Failed: 2/2; Files: 2,FALSE
rhonchi,Rhonchi,SymptomOrSign,0,4,4,0.982,,,,,umls,3,Failed: 4/4; Sources: umls; Files: 3,FALSE
physical examination,Physical Examination,ExaminationName,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
irregular contours,Irregular contour,SymptomOrSign,0,1,1,0.86,,,,,,1,Failed: 1/1; Files: 1,FALSE
"support
 devices","Support, device",TreatmentName,0,3,3,0.817,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
pigtail drains,Pigtail Drain,TreatmentName,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
pigtail catheter,pigtail catheters,TreatmentName,0,3,3,0.993,,,,,,2,Failed: 3/3; Files: 2,FALSE
congestive heart failure,Congestive heart failure,Diagnosis,2,0,2,0.995,Angeborenes Herzversagen,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
thorax,Chest,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chest tube placement,chest tube placement,TreatmentName,0,3,3,0.967,,,,,,3,Failed: 3/3; Files: 3,FALSE
Subcutaneous air,Subcutaneous air,SymptomOrSign,0,1,1,0.83,,,,,,1,Failed: 1/1; Files: 1,FALSE
hematoma,Hematoma,"Diagnosis, SymptomOrSign",0,4,4,0.968,,,,,umls,4,Failed: 4/4; Sources: umls; Files: 4,FALSE
Discitis,Discitis,Diagnosis,2,0,2,0.99,Spondylodiszitis,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
expansion,Expanding,SymptomOrSign,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
skeletal abnormalities,Abnormality of the skeletal system,SymptomOrSign,0,1,1,0.87,,,,,,1,Failed: 1/1; Files: 1,FALSE
aneurysm,Aneurysm,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Lymphoma,Lymphoma,Diagnosis,2,0,2,1.0,Malignes Lymphom,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
"NG
 tube",Nasogastric tube,TreatmentName,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
obscured,Obscure,SymptomOrSign,0,2,2,0.905,,,,,,2,Failed: 2/2; Files: 2,FALSE
pneumonitis,Pneumonitis,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
crackles,Rales,SymptomOrSign,5,0,5,0.99,Rasselgeräusche,,,,umls,5,Success: 5/5; Sources: umls; Files: 5,FALSE
reduced diffusing capacity,Reduced diffusion capacity,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
port catheter,Port Catheters,TreatmentName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
"lower
 lobe",Structure of lower lobe of lung,BodyStructure,0,2,2,0.895,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
heart size normal,heart size normal,SymptomOrSign,0,2,2,0.885,,,,,,2,Failed: 2/2; Files: 2,FALSE
MCC,Merkel cell carcinoma,Diagnosis,0,1,1,0.87,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
arrest,Cardiac Arrest,Diagnosis,2,0,2,0.99,Asystolie,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
TBI,Traumatic Brain Injury,Diagnosis,1,0,1,0.97,Schädel-Hirn-Trauma,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hemothoraces,Hemothorax,Diagnosis,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
orbital fracture,Orbital Fractures,Diagnosis,1,0,1,0.8,Orbitafraktur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
zygomatic fracture,Fracture of zygoma,Diagnosis,1,0,1,0.98,Jochbeinfraktur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cervicothoracic region,Cervicothoracic region,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
pleural drains,drainage of pleura,TreatmentName,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
tortuous thoracic aorta,Tortuosity of thoracic aorta,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
aneurysmal dissection,Dissection of aorta,Diagnosis,1,0,1,0.99,Aortendissektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
thoracic aortic aneurysm,"Aortic Aneurysm, Thoracic",Diagnosis,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
calcified granuloma,Calcified granuloma,SymptomOrSign,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
densities,density,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
esophageal adenocarcinoma,Adenocarcinoma Of Esophagus,Diagnosis,1,0,1,1.0,Adenokarzinom des Ösophagus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
esophagectomy,Esophagectomy,TreatmentName,4,0,4,1.0,Ösophagektomie,,,,umls,2,Success: 4/4; Sources: umls; Files: 2,FALSE
Surg,Surgical and medical procedures,TreatmentName,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
linear atelectasis,Linear atelectasis,Diagnosis,1,0,1,1.0,Lineare Atelektase,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cervical lymph node biopsy,Biopsy of cervical lymph node,ExaminationName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracolumbar scoliosis,Thoracolumbar scoliosis,Diagnosis,0,1,1,0.93,,,,,,1,Failed: 1/1; Files: 1,FALSE
pacer,cisplatin/cyclophosphamide/doxorubicin/vindesine protocol,TreatmentName,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
terminate,Study Terminated,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
Gastric carcinoma,Stomach Carcinoma,Diagnosis,1,0,1,1.0,Magenkarzinom,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
intra-aortic balloon pump,Intra-Aortic Balloon Pumping,TreatmentName,0,2,2,0.89,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
"aortic
 arch",Aortic arch structure,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
change,Changing,SymptomOrSign,0,2,2,0.89,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
pulmonary emphysema,Pulmonary Emphysema,Diagnosis,2,0,2,0.975,Lungenemphysem,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
pulmonary nodule,Nodule of lung,SymptomOrSign,0,1,1,0.88,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lateral image,Image Laterality,ExaminationName,0,1,1,0.86,,,,,,1,Failed: 1/1; Files: 1,FALSE
chest tube removal,Chest tube removal,TreatmentName,0,2,2,0.965,,,,,,2,Failed: 2/2; Files: 2,FALSE
lateral projections,Lateral projection,ExaminationName,0,2,2,0.98,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
lung consolidations,Lung consolidation,SymptomOrSign,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Chest congestion,Pulmonary congestion,SymptomOrSign,1,0,1,0.99,Pulmonale Kongestion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
left lower lobe pneumonia,Left lower zone pneumonia,Diagnosis,0,2,2,1.0,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
"Tracheostomy
 tube",Tracheostomy tube,TreatmentName,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
5L,5L,TreatmentName,0,1,1,0.89,,,,,,1,Failed: 1/1; Files: 1,FALSE
O2,Oxygen Therapy Care,TreatmentName,1,0,1,0.99,Sauerstofftherapie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
saturations,Oxygen saturation measurement,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
enlarged heart,Cardiomegaly,SymptomOrSign,1,0,1,0.9,Kardiomegalie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
COPD exacerbation,COPD exacerbation,Diagnosis,0,1,1,0.8,,,,,,1,Failed: 1/1; Files: 1,FALSE
left atrium,Left atrial structure,BodyStructure,0,2,2,1.0,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
left ventricle,Left ventricular structure,BodyStructure,0,2,2,1.0,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
Aortic valve calcifications,Aortic valve calcification,SymptomOrSign,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
infiltration,Infiltration,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
hematocrit,Hematocrit Measurement,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
widening of the mediastinum,Widened mediastinum,SymptomOrSign,3,0,3,0.943,Mediastinalverbreiterung,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
rales,Rales,SymptomOrSign,1,0,1,0.99,Rasselgeräusche,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
lower lobes,Structure of lower lobe of lung,BodyStructure,0,2,2,0.88,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
cystogastrostomy,Cystogastrostomy procedure,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
"infectious
 process",INFECTIOUS PROCESS,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
ascending aortic aneurysm,"Aneurysm, Ascending Aorta",Diagnosis,0,2,2,0.97,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
hemodialysis catheter,Hemodialysis catheter,TreatmentName,0,2,2,0.95,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
atrium,Heart Atrium,BodyStructure,0,3,3,0.967,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
fat pad,Fat pad,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Increased density,Density above reference range,SymptomOrSign,0,3,3,0.897,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
replacement of ascending aorta,Replacement of ascending aorta,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"central
 venous catheter","Central venous catheter, device",TreatmentName,1,0,1,0.96,Zentraler Venenkatheter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
curls,Curly,SymptomOrSign,0,1,1,0.81,,,,,,1,Failed: 1/1; Files: 1,FALSE
aortic,Aorta,"SymptomOrSign, TreatmentName",0,2,2,0.985,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
mitral valve replacements,Replacement of mitral valve (procedure),TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pleural scarring,Pleural scarring,SymptomOrSign,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
component,Protein Component,SymptomOrSign,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
CAD,Coronary Artery Disease,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
amiodarone,amiodarone,MedicationName,3,0,3,1.0,Amiodaron,,,,umls,1,Success: 3/3; Sources: umls; Files: 1,FALSE
pleural calcification,Calcification of pleura,SymptomOrSign,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
bleed,Hemorrhage,ExaminationName,1,0,1,0.97,Blutung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hyperinflation,Hyperdistention,SymptomOrSign,0,2,2,0.82,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
Clips,Clip,TreatmentName,0,2,2,0.99,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
diuresis,Therapeutic diuresis,TreatmentName,0,2,2,0.935,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
central line,"Central venous catheter, device",TreatmentName,3,0,3,0.987,Zentraler Venenkatheter,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
Enlargement,Enlargement (morphologic abnormality),SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
mediastinal lipomatosis,mediastinal lipomatosis,Diagnosis,0,2,2,0.93,,,,,,2,Failed: 2/2; Files: 2,FALSE
PEG,Percutaneous endoscopic gastrostomy,TreatmentName,2,0,2,1.0,Perkutane endoskopische Einlage einer Gastrostomiesonde,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
"hiatal
 hernia",Hiatal Hernia,Diagnosis,1,0,1,0.99,Hiatushernie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
enlarged thyroid,Goiter,SymptomOrSign,1,0,1,0.94,Kropf,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"mediastinal
 lipomatosis",mediastinal lipomatosis,Diagnosis,0,1,1,0.86,,,,,,1,Failed: 1/1; Files: 1,FALSE
hardware,"Diagnostic, Therapeutic, and Research Equipment",TreatmentName,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
intact,Intact,SymptomOrSign,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
brain lesion,Lesion of brain,Diagnosis,1,0,1,1.0,Läsion des Gehirns,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Scout view,Digital slit-beam radiograph,ExaminationName,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Nodules,Nodule,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary opacities,Pulmonary opacity,SymptomOrSign,0,2,2,0.85,,,,,,1,Failed: 2/2; Files: 1,FALSE
"pleural
  effusions",Pleural effusion (disorder),Diagnosis,2,0,2,0.82,Pleuraerguss,,,,umls,1,Success: 2/2; Sources: umls; Files: 1,FALSE
epigastric pain,Epigastric pain,SymptomOrSign,1,0,1,0.97,Epigastrische Bauchschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Abdominal distention,Abdomen distended,SymptomOrSign,1,0,1,0.95,Geschwollener Bauch,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hemi thorax,Structure of half of thorax lateral to midsagittal plane,BodyStructure,0,3,3,0.953,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
